planet_key,observable,review_priority,selection_reasons,review_classification,review_finding,evidence_reference,reviewer,review_date,second_reviewer,adjudication
wasp-80 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 24060.2 vs Source B value 30622.6 (ppm); factorial width 1.2727. dominant contributor(s): planet-radius contribution 0.0964, star-radius contribution 0.1448. Planet radius 10.6710 vs 11.1978 R_earth. Host star radius 0.6300 vs 0.5860 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3645, source_row_b=1245; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-140 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,Source A value 28866.4 vs Source B value 22453 (ppm); factorial width 1.2856. dominant contributor(s): planet-radius contribution 0.2513. Planet radius 16.1410 vs 14.2354 R_earth. Host star radius 0.8700 vs 0.8700 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.,"forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3564, source_row_b=1909; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-17 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 21932.6 vs Source B value 16596.5 (ppm); factorial width 1.3215. dominant contributor(s): planet-radius contribution 0.1254, star-radius contribution 0.1534. Planet radius 22.3171 vs 20.9608 R_earth. Host star radius 1.3800 vs 1.4900 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3574, source_row_b=345; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
hat-p-19 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 20080.4 vs Source B value 17917.1 (ppm); factorial width 1.4192. dominant contributor(s): planet-radius contribution 0.2320, star-radius contribution 0.1181. Planet radius 12.6886 vs 11.2987 R_earth. Host star radius 0.8200 vs 0.7730 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=266, source_row_b=402; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-46 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 21503.6 vs Source B value 19727.3 (ppm); factorial width 1.4222. dominant contributor(s): planet-radius contribution 0.2192, star-radius contribution 0.1330. Planet radius 14.6838 vs 13.1594 R_earth. Host star radius 0.9170 vs 0.8580 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3604, source_row_b=1273; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
qatar-2 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 27125.6 vs Source B value 27515.2 (ppm); factorial width 1.4233. dominant contributor(s): planet-radius contribution 0.1836, star-radius contribution 0.1693. Planet radius 12.8231 vs 14.0560 R_earth. Host star radius 0.7130 vs 0.7760 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3478, source_row_b=1066; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-6 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 20856 vs Source B value 21140.3 (ppm); factorial width 1.4511. dominant contributor(s): planet-radius contribution 0.1794, star-radius contribution 0.1929. Planet radius 13.7198 vs 12.5428 R_earth. Host star radius 0.8700 vs 0.7900 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3622, source_row_b=1275; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-67 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 27285 vs Source B value 17994.4 (ppm); factorial width 1.5163. dominant contributor(s): planet-radius contribution 0.3934, star-radius contribution 0.0229. Planet radius 15.6926 vs 12.8903 R_earth. Host star radius 0.8700 vs 0.8800 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3630, source_row_b=129; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-43 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 25419.9 vs Source B value 25312.7 (ppm); factorial width 1.5337. dominant contributor(s): planet-radius contribution 0.2159, star-radius contribution 0.2117. Planet radius 11.6125 vs 10.4240 R_earth. Host star radius 0.6670 vs 0.6000 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3601, source_row_b=1672; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
k2-30 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 17021.2 vs Source B value 15968.1 (ppm); factorial width 1.6471. dominant contributor(s): planet-radius contribution 0.2814, star-radius contribution 0.2176. Planet radius 13.4060 vs 11.6462 R_earth. Host star radius 0.9410 vs 0.8440 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=987, source_row_b=447; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-4 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 15504.6 vs Source B value 23053.6 (ppm); factorial width 1.7003. dominant contributor(s): planet-radius contribution 0.0671, star-radius contribution 0.4638. Planet radius 15.6366 vs 15.1209 R_earth. Host star radius 1.1500 vs 0.9120 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3597, source_row_b=4371; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-41 b,geometric_area_ratio_ppm,0,operational_candidate,confirmed_source_difference,"Source A value 14382.3 vs Source B value 18507 (ppm); factorial width 1.7040. dominant contributor(s): planet-radius contribution 0.1404, star-radius contribution 0.3926. Planet radius 13.2266 vs 12.3299 R_earth. Host star radius 1.0100 vs 0.8300 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3598, source_row_b=1683; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
kepler-279 b,geometric_area_ratio_ppm,0,rank_displacement,confirmed_source_difference,"Source A value 681.56 vs Source B value 360.497 (ppm); factorial width 1.8906. dominant contributor(s): planet-radius contribution 0.0003, star-radius contribution 0.6366. Planet radius 3.6205 vs 3.6200 R_earth. Host star radius 1.2700 vs 1.7460 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: rank_displacement.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=2247, source_row_b=380; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
ogle-tr-10 b,geometric_area_ratio_ppm,0,rank_displacement;operational_candidate,confirmed_source_difference,"Source A value 23165.8 vs Source B value 12026.5 (ppm); factorial width 1.9262. dominant contributor(s): planet-radius contribution 0.6384, star-radius contribution 0.0172. Planet radius 19.2795 vs 14.0110 R_earth. Host star radius 1.1600 vs 1.1700 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: rank_displacement;operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3448, source_row_b=108; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
kepler-84 c,geometric_area_ratio_ppm,0,rank_displacement,confirmed_source_difference,"Source A value 452.143 vs Source B value 228.415 (ppm); factorial width 1.9795. dominant contributor(s): planet-radius contribution 0.0363, star-radius contribution 0.6465. Planet radius 2.4032 vs 2.3600 R_earth. Host star radius 1.0350 vs 1.4300 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: rank_displacement.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3160, source_row_b=6076; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
wasp-93 b,geometric_area_ratio_ppm,0,primary_extreme;rank_displacement;operational_candidate,confirmed_source_difference,Source A value 23916.9 vs Source B value 11570.3 (ppm); factorial width 2.0671. dominant contributor(s): star-radius contribution 0.7261. Planet radius 17.9008 vs 17.9008 R_earth. Host star radius 1.0600 vs 1.5240 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: primary_extreme;rank_displacement;operational_candidate.,"forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3659, source_row_b=5515; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
kepler-238 d,geometric_area_ratio_ppm,0,primary_extreme;rank_displacement,confirmed_source_difference,"Source A value 976.613 vs Source B value 386.525 (ppm); factorial width 2.5267. dominant contributor(s): planet-radius contribution 0.0008, star-radius contribution 0.9261. Planet radius 3.0713 vs 3.0700 R_earth. Host star radius 0.9000 vs 1.4300 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: primary_extreme;rank_displacement.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=2133, source_row_b=5724; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
kepler-238 c,geometric_area_ratio_ppm,0,primary_extreme;rank_displacement,confirmed_source_difference,"Source A value 590.175 vs Source B value 234.259 (ppm); factorial width 2.5298. dominant contributor(s): planet-radius contribution 0.0021, star-radius contribution 0.9261. Planet radius 2.3875 vs 2.3900 R_earth. Host star radius 0.9000 vs 1.4300 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: primary_extreme;rank_displacement.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=2132, source_row_b=554; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
kepler-238 b,geometric_area_ratio_ppm,0,primary_extreme;rank_displacement,confirmed_source_difference,"Source A value 308.506 vs Source B value 122.742 (ppm); factorial width 2.5357. dominant contributor(s): planet-radius contribution 0.0044, star-radius contribution 0.9261. Planet radius 1.7262 vs 1.7300 R_earth. Host star radius 0.9000 vs 1.4300 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: primary_extreme;rank_displacement.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=2131, source_row_b=1271; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
hat-p-67 b,geometric_area_ratio_ppm,0,primary_extreme;rank_displacement;operational_candidate,confirmed_source_difference,"Source A value 19164.6 vs Source B value 7029.59 (ppm); factorial width 3.0255. dominant contributor(s): planet-radius contribution 0.0521, star-radius contribution 1.0550. Planet radius 23.3708 vs 23.9872 R_earth. Host star radius 1.5460 vs 2.6200 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: primary_extreme;rank_displacement;operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=314, source_row_b=3843; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
qatar-4 b,geometric_area_ratio_ppm,0,primary_extreme;operational_candidate,confirmed_source_difference,"Source A value 20414.6 vs Source B value 18831.4 (ppm); factorial width 3.2250. dominant contributor(s): planet-radius contribution 0.6258, star-radius contribution 0.5451. Planet radius 17.3964 vs 12.7222 R_earth. Host star radius 1.1150 vs 0.8490 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: primary_extreme;operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=3480, source_row_b=1198; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
kepler-430 c,geometric_area_ratio_ppm,0,primary_extreme;rank_displacement,confirmed_source_difference,Source A value 401.837 vs Source B value 116.465 (ppm); factorial width 3.4503. dominant contributor(s): planet-radius contribution 1.2385. Planet radius 3.2506 vs 1.7500 R_earth. Host star radius 1.4850 vs 1.4850 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: primary_extreme;rank_displacement.,"forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=2606, source_row_b=987; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
kepler-28 c,geometric_area_ratio_ppm,0,primary_extreme;rank_displacement,confirmed_source_difference,"Source A value 1935.32 vs Source B value 655.934 (ppm); factorial width 3.6443. dominant contributor(s): planet-radius contribution 1.1876, star-radius contribution 0.1056. Planet radius 3.3627 vs 1.8570 R_earth. Host star radius 0.7000 vs 0.6640 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: primary_extreme;rank_displacement.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=2251, source_row_b=5006; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
kepler-28 b,geometric_area_ratio_ppm,0,primary_extreme;rank_displacement,confirmed_source_difference,"Source A value 2201.97 vs Source B value 729.971 (ppm); factorial width 3.7258. dominant contributor(s): planet-radius contribution 1.2097, star-radius contribution 0.1056. Planet radius 3.5869 vs 1.9590 R_earth. Host star radius 0.7000 vs 0.6640 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: primary_extreme;rank_displacement.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=2250, source_row_b=5001; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
hat-p-41 b,geometric_area_ratio_ppm,0,primary_extreme;rank_displacement;operational_candidate,confirmed_source_difference,"Source A value 21125.8 vs Source B value 10536.7 (ppm); factorial width 4.3926. dominant contributor(s): planet-radius contribution 0.3921, star-radius contribution 1.0878. Planet radius 18.8872 vs 22.9784 R_earth. Host star radius 1.1900 vs 2.0500 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: primary_extreme;rank_displacement;operational_candidate.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=291, source_row_b=1144; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
kepler-458 c,geometric_area_ratio_ppm,0,primary_extreme;rank_displacement,confirmed_source_difference,"Source A value 1396.67 vs Source B value 301.357 (ppm); factorial width 4.6346. dominant contributor(s): planet-radius contribution 0.0016, star-radius contribution 1.5319. Planet radius 4.2034 vs 4.2000 R_earth. Host star radius 1.0300 vs 2.2156 R_sun. Transit evidence confirmed in both sources (both_transit); selection reasons: primary_extreme;rank_displacement.","forensic_cases.csv (protocol 2.4.0 corrected-input run), source_row_a=2652, source_row_b=3152; frozen inputs kepler.csv (Exoplanet.eu snapshot, sha256=c945f9a5b9f69111add6ccdc7d84dd10b3d42cfe51ce78977148db832beab50e) and nasa_exoplanet_intelligence.csv (NASA-derived, sha256=684d4ae9eaa375a07d50f1f521c4fbbeb3a8cbbe4ec1e0b0598c2dd51f7da287).",Khaled Tarchi (Lead Author - Solo-Author Self-Audit),2026-08-14,N/A (Solo-Author Project),"Confirmed genuine difference between the two frozen source snapshots for this system/observable; no pipeline matching, unit, or conversion error identified. Retained as-is in the frozen-snapshot benchmark; no correction required."
